author	birth	death	origin
Lew Wallace	1827	1905	US
Louise Esther Vickroy Boyd	1827	1909	US
Ludwig Eichrodt	1827	1892	Germany
Mary Braidwood Mowle	1827	1857	England/Australia
Mary Ward	1827	1869	Ireland
Mortimer Collins	1827	1876	England
Octave Crémazie	1827	1879	Canada/France
Petko Slaveykov	1827	1895	Bulgaria
Stanisl/aw Mieroszewski	1827	1900	Poland
Alexander Gilchrist	1828	1861	England
Anne Gilchrist	1828	1885	England/US
Augusta Marryat	1828	1899	England
Dante Gabriel Rossetti	1828	1882	England
David Wingate	1828	1892	Scotland
Edmond François Valentin About	1828	1885	France
Elizabeth Charles	1828	1896	England
Fitz James O'Brien	1828	1862	Ireland/US
Frances Shayle George	1828	1890	England/N Zealand
Frederic Charles Lascelles Wraxall	1828	1865	England
George Meredith	1828	1909	England
George Walter Thornbury	1828	1876	England
Henrik Ibsen	1828	1906	Norway
John Stanyan Bigg	1828	1965	England
Josephine Butler	1828	1906	England
Jules Verne	1828	1905	France
Leo Tolstoy	1828	1910	Russian E
Margaret Oliphant	1828	1897	Scotland/England
Marilla Baker Ingalls	1828	1902	United States/Burma
Martha Finley	1828	1909	US
Milica Stojadinovic'-Srpkinja	1828	1878	Austria E/Serbia
Mina Karadzvic'	1828	1894	Austria
Mordaunt Roger Barnard	1828	1906	England
Nikolay Chernyshevsky	1828	1889	Russian E
Pavol Dobsvinský	1828	1885	Austria-Hungary/Hungary
Robert Barnabas Brough	1828	1860	England
Roderick Flanagan	1828	1862	Ireland/Australia
Viktor Rydberg	1828	1895	Sweden
William Delafield Arnold	1828	1859	England
Alfred John Church	1829	1912	England
Anna M. Longshore Potts	1829	1912	US
Catherine Booth	1829	1890	England
Catherine Fulton	1829	1919	N Zealand
Charles Dudley Warner	1829	1900	US
Edward Dutton Cook	1829	1883	England
Ellen Elizabeth Ellis	1829	1895	N Zealand
Emma Tatham	1829	1855	England
Frederick Smeeton Williams	1829	1886	England
Friedrich Spielhagen	1829	1911	Germany
Harriet Louisa Browne	1829	1906	N Zealand
Ivan Stojanovic'	1829	1900	Serbia/Austria-Hungary
José de Alencar	1829	1877	Brazil
Kanagaki Robun	1829	1894	Japan
Laurence Oliphant	1829	1988	S Africa/England
Mikalojus Akelaitis	1829	1887	Russian E/France
Robert Black	1829	2015	England
Samuel Rawson Gardiner	1829	1902	England
Silas Weir Mitchell	1829	1914	US
T. W. Robertson	1829	1871	England
Victor Cherbuliez	1829	1899	Switzerland/France
William Booth	1829	1912	England
Annie Edwards	1830	1896	England
Betsey Ann Stearns	1830	1914	US
Christina Rossetti	1830	1894	England
Daniel Chonkadze	1830	1860	Russian E
Emilie Monson Malcolm	1830	1905	N Zealand
Emily Davies	1830	1921	England
Emily Dickinson	1830	1886	US
Eugène Rambert	1830	1886	Switzerland
Frances Freeling Broderip	1830	1878	England
Frederick Greenwood	1830	1909	England
Frederick William Robinson	1830	1901	England
George Tomkyns Chesney	1830	1895	England
Hector Malot	1830	1907	France
Henry Kingsley	1830	1876	England
Horace Bell	1830	1918	US
James Payn	1830	1898	England
James Stout Angus	1830	1923	Scotland
Janez Trdina	1830	1905	Austrian E
João de Deus	1830	1896	Portugal
Jules de Goncourt	1830	1870	France
Marie von Ebner-Eschenbach	1830	1916	Austrian E/Moravia
Mary Anna Needell	1830	1922	England
Petre Ispirescu	1830	1887	Wallachia/Romania
Pho Hlaing	1830	1883	Burma
Raphael Patkanian	1830	1892	Russian E
Robert Williams (Trebor Mai)	1830	1877	Wales
Sarah Higgins	1830	1923	N Zealand
Sebastian Evans	1830	1909	England
Thomas Edward Brown	1830	1897	Isle of Man/England
Allamraju Subrahmanyakavi	1831	1892	India
Álvares de Azevedo	1831	1852	Brazil
Amanda Minnie Douglas	1831	1916	US
Amelia Edith Huddleston Barr	1831	1919	England
Amelia Edwards	1831	1892	England
Charles Stuart Calverley	1831	1884	England
Cordelia A. Greene	1831	1905	US
Fran Levstik	1831	1887	Austrian E
Frederic Farrar	1831	1903	England
Isabella Bird	1831	1904	England
Jane G. Austin	1831	1894	US
John Cordy Jeaffreson	1831	1901	England
Jovan Ristic'	1831	1899	Serbia
Kálmán Tóth	1831	1881	Hungary
Manuel Antônio de Almeida	1831	1861	Brazil
Maria Julia Zaleska	1831	1989	Russian E/Poland
Mary Anne Barker	1831	1911	Jamaica/England
Mary Anne Broome, Lady Broome	1831	1911	Australia
Mary Mapes Dodge	1831	1905	US
Milan Milic'evic'	1831	1908	Serbia
Naser al-Din Shah Qajar	1831	1896	Persia
Nikolai Leskov	1831	1895	Russian E
Pantazi Ghica	1831	1882	Wallachia/Romania
Staka Skenderova	1831	1891	Ottoman E/Austria-Hungary
Steingrímur Thorsteinsson	1831	1913	Iceland
Thomas Francis Dillon Croker	1831	2012	England
Walter Hawken Tregellas	1831	1894	England
Benjamin Paul Blood	1832	1919	US
Bjørnstjerne Bjørnson	1832	1910	Norway
Charlotte Riddell	1832	1906	Ireland/England
Edward Wilmot Blyden	1832	1912	Danish W Indies/Liberia
Elizabeth Akers Allen	1832	1911	US
Émile Gaboriau	1832	1873	France
G. A. Henty	1832	1902	England
Hesba Stretton	1832	1911	England
Horatio Alger	1832	1899	US
Jaksvic'	1832	1878	Austrian E/Serbia
James Greenwood	1832	1927	England
Joachim Oppenheim	1832	1891	Austria/Czech
John Ceiriog Hughes	1832	1887	Wales
John Dalberg-Acton, 1st Baron Acton	1832	1902	England
Juan León Mera	1832	1894	Ecuador
Juan Montalvo	1832	1889	Ecuador
Jules Vallès	1832	1885	France
Louisa May Alcott	1832	1888	US
Marie Wexelsen	1832	1911	Norway
Mary Everest Boole	1832	1916	England
Theodore Watts-Dunton	1832	1914	England
Thomas Belt	1832	1878	England
Úrsula Céspedes	1832	1974	Cuba
William Thomas (Islwyn)	1832	1878	Wales
Zerah Colburn	1832	1870	US
Adam Lindsay Gordon	1833	1870	England/Australia
Charles Bradlaugh	1833	1891	England
Charles Warren Adams	1833	1903	England
Emily Pepys	1833	1877	England
Ferdinand von Saar	1833	1906	Austria
Florence Marryat	1833	1899	England
Frano Getaldic'-Gundulic'	1833	1899	Austria-Hungary
Fu Shanxiang	1833	1864	China
George Gordon McCrae	1833	1927	Scotland/Australia
Henry Hawley Smart	1833	1893	England
James Redpath	1833	1891	England/US
Jonas Lie	1833	1908	Norway
Josipina Turnograjska	1833	1854	Austrian E
Jovan Jovanovic' Zmaj	1833	1904	Austria-Hungary
Lewis Morris	1833	1907	Wales
Luis Cordero Crespo	1833	1912	Ecuador
Marko Miljanov	1833	1901	Ottoman E/Austria-Hungary
Rafael Pombo	1833	1912	Colombia
Ricardo Palma	1833	1919	Peru
Vasa Pelagic'	1833	1899	Ottoman E/Serbia
Vladimir Jovanovic'	1833	1922	Serbia/Yugoslavia
Aleksis Kivi	1834	1872	Finland
Alexandru Odobescu	1834	1895	Wallachia/Romania
Carl Christian Reindorf	1834	1917	Gold Coast
Estanislao del Campo	1834	1880	Argentina
Felix Dahn	1834	1912	Germany
Frank R. Stockton	1834	1902	US
George du Maurier	1834	1896	France/England
Hannah Rebecca Frances Caverhill	1834	1897	N Zealand
Ignacio Manuel Altamirano	1834	1893	Mexico/Italy
James Thomson	1834	1882	Scotland/England
Jan Neruda	1834	1891	Austrian E
Jan ten Brink	1834	1901	Netherlands
John George Edgar	1834	1864	Scotland/England
José Hernández	1834	1886	Argentina
Joseph Henry Shorthouse	1834	1903	England
Joseph Henry Shorthouse	1834	1903	England
Josephine Pollard	1834	1892	US
Julius Wolff	1834	1910	Germany
Louisa Atkinson	1834	1872	Australia
Maria Kuncewiczowa	1834	1908	Duchy of Warsaw
Nathaniel Walter Swan	1834	1884	Ireland/Australia
Rosalie Loveling	1834	1875	Belgium
Sabine Baring-Gould	1834	1924	England
Valtazar Bogisvic'	1834	1908	Austrian E
William Bury Westall	1834	1903	England
William Carew Hazlitt	1834	1913	England
William Morris	1834	1896	England
William Thomas (Gwilym Marles)	1834	1879	Wales
Wl/odzimierz Zagórski	1834	1902	Austrian E/Russian E
Africanus Horton	1835	1883	Sierra Leone
Alfred Austin	1835	1913	England
Anna Rankin Riggs	1835	1908	US
Annie Russell Wall	1835	1920	US
Antanas Baranauskas	1835	1902	Russian E
Charlotte Louisa Hawkins Dempster	1835	1913	Scotland
Ellen Palmer Allerton	1835	1893	US
Emilia Marryat	1835	1875	England
Frances Eleanor Trollope	1835	1913	Italy/England
Frances Mary Peard	1835	1923	England
Fukuzawa Yukichi	1835	1901	Japan
George Brown	1835	1917	England
Giosuè Carducci	1835	1907	Italy
Hans Hopfen	1835	1904	Germany
Henry Maudsley	1835	1918	England
James Brunton Stephens	1835	1902	Scotland/Australia
John Warren, 3rd Baron de Tabley	1835	1895	England
Josef Stefan	1835	1893	Austrian E/Austria-Hungary
Julius Vogel	1835	1899	N Zealand
Lazar Jovanovic'	1835	1853	Ottoman E
Lillian Spender	1835	1895	England
Magnús Jónsson í Tjaldanesi	1835	1922	Iceland
Maria I. Johnston	1835	1921	US
Mary Elizabeth Braddon	1835	1915	England
Matthías Jochumsson	1835	1920	Iceland
Pender Hodge Cudlip	1835	1911	England
Philip Stanhope Worsley	1835	1866	England
Raffi	1835	1888	Iran/Russian E
Richard Garnett	1835	1906	England
Samuel Butler	1835	1902	England
Sheldon Amos	1835	1886	England/Egypt
Simon Jenko	1835	1869	Austrian E
Tom Hood	1835	1874	England
Annie Louisa Walker	1836	1907	England/Canada
Atala Kisfaludy	1836	1911	Hungary
Daniel Owen	1836	1895	Wales
Edward Berdoe	1836	1916	England
Elizabeth Garrett Anderson	1836	1917	England
Ellice Hopkins	1836	1904	England
Eugène Le Roy	1836	2007	France
F. C. Burnand	1836	1917	England
Fitz Hugh Ludlow	1836	1870	US
Gustavo Adolfo Bécquer	1836	1870	Spain
Henry Wace	1836	1924	England
Jane Marsh Parker	1836	1913	US
John Goldworth Alger	1836	1907	England
Leopold von Sacher-Masoch	1836	1895	Austrian E/Germany
Matilda Betham-Edwards	1836	1919	England
Ramalho Ortigão	1836	1916	Portugal
Susan Wood	1836	1880	
T. J. Binyon	1836	1904	England
Virginie Loveling	1836	1923	Belgium
W. S. Gilbert	1836	1911	England
Walter Besant	1836	1901	England
William Winter	1836	1917	US
Adolf Wilbrandt	1837	1911	Germany
Alfred Ainger	1837	1904	England
Algernon Charles Swinburne	1837	1909	England
Anne Isabella Thackeray Ritchie	1837	1919	England
Bernhard von Kugler	1837	1898	Germany
Bertha Jane Grundy	1837	1912	England
Brígida Agüero	1837	1866	Cuban
Charlotte Forten Grimké	1837	1914	US
Francisco Manuel de Melo Breyner, 4th Count of Ficalho	1837	1903	Portugal
Georg Ebers	1837	1898	Germany
Ilia Chavchavadze	1837	1907	Russian E
Imre Augusticv	1837	1879	Hungary
Ion Creangau	1837	1889	Moldavia/Romania
Jorge Isaacs	1837	1895	Colombia
Joseph Hatton	1837	1907	England
Lewis Jones	1837	1904	Wales/Argentina
Narushima Ry	1837	1884	Japan
Oscar Browning	1837	1923	England
Perch Proshian	1837	1907	Russian E
Rosalía de Castro	1837	1885	Spain
Sophia Bledsoe Herrick	1837	1919	US
Wilhelm Hasenclever	1837	1889	Germany
Wilhelm Jensen	1837	1911	Germany
William Dean Howells	1837	1920	US
Yang Borun	1837	1911	China
Adam Asnyk	1838	1897	Poland/Austria-Hungary
Addie L. Ballou	1838	1916	US
Aganice Ainianos	1838	1892	Greece
Annie Gregg Savigny	1838	1901	Canada
Annie Hall Cudlip	1838	1918	England
Arthur Griffiths	1838	1908	
Auguste Villiers de l'Isle-Adam	1838	1889	France
Benjamin Farjeon	1838	1903	England
Bogdan Petriceicu Hasdeu	1838	1907	Russian E/Romania
Eduardo Blanco	1838	1912	Venezuela
Edwin Abbott Abbott	1838	1926	England
Ella B. Ensor Wilson	1838	1913	US
Ellen Liston	1838	1885	Australia
Henry Adams	1838	1918	US
Hester A. Benedict	1838	1921	US
José de Fontes Pereira	1838	1891	Angola
José Rosas Moreno	1838	1883	Mexico
Anna Brassey	1839	1887	England
Casimiro de Abreu	1839	1960	Brazil
Emily White	1839	1936	N Zealand
Emma Rood Tuttle	1839	1916	US
Eugenio María de Hostos	1839	1903	Puerto Rico
Henry Kendall	1839	1882	Australia
John Todhunter	1839	1916	Ireland/England
Josephine Clifford McCracken	1839	1921	Germany/US
Kálmán Thaly	1839	1909	Austria-Hungary
Lady Charlotte Elliot	1839	1880	Scotland
Lazar Komarcvic'	1839	1909	Ottoman E/Serbia
Louis-Honoré Fréchette	1839	1908	Canada
Ludwig Anzengruber	1839	1889	Austrian E
Machado de Assis	1839	1908	Brazil
Martin Greif	1839	1911	Germany
Nakane K	1839	1913	Japan
Nicolaas Pierson	1839	1909	Netherlands
Paul Lindau	1839	1919	Germany
William De Morgan	1839	1917	England
Aisha Taymur	1840	1902	Egypt
Akaki Tsereteli	1840	1915	Russian E
Alphonse Daudet	1840	1897	France
Arabella Buckley	1840	1929	England
Catherine Lucy Innes	1840	1900	N Zealand
Charles Booth	1840	1916	England
Charles MacGregor	1840	1887	India
Draga Dejanovic'	1840	1871	Austrian E/Serbia
Émile Zola	1840	1902	France
Esther G. Frame	1840	1920	US
Giovanni Verga	1840	1922	Italy
Henry Austin Dobson	1840	1921	England
Henry Meyer	1840	1925	US
Iakob Gogebashvili	1840	1912	Russian E
Ingram Bywater	1840	1914	England
James Russell Miller	1840	1912	US
Julia A. Wood	1840	1927	United States
Laura Jane Suisted	1840	1903	N Zealand
Louisa Lumsden	1840	1935	Scotland
Mary Linskill	1840	1891	England
Milosv Milojevic'	1840	1897	Serbia
Namık Kemal	1840	1888	Ottoman Empire
Palmer Cox	1840	1924	Canada
Rhoda Broughton	1840	1920	Wales/England
Richard Whiteing	1840	1928	England
Rosa Kershaw Walker	1840	1909	
Rosa Nouchette Carey	1840	1909	England
Rossiter Johnson	1840	1931	US
Smbat Shahaziz	1840	1908	Russian E
Thomas Hardy	1840	1928	England
Wilfrid Scawen Blunt	1840	1922	England
Anna Olcott Commelin	1841	1924	US
Annie Somers Gilchrist	1841	1912	US
Catulle Mendès	1841	1909	France
Eliza Orzeszkowa	1841	1910	Russian E
Emily Spender	1841	1922	England
Fukuchi Gen'ichir	1841	1906	Japan
Harriette A. Keyser	1841	1936	US
Henry Savile Clarke	1841	1893	England
Ina Coolbrith	1841	1928	US
John Gibson	1841	1915	Wales
Juliana Horatia Ewing	1841	1885	England
Julius Stinde	1841	1905	Germany
Kristian Elster	1841	1881	Norway
Laza Kostic'	1841	1910	Austria-Hungary
Maria Alinda Bonacci Brunamonti	1841	1903	Italy
Mathilde Blind	1841	1896	Germany/England
Milorad Popovic' Svapcvanin	1841	1895	Serbia
Nelson W. Aldrich	1841	1915	US
Nicholas I of Montenegro	1841	1921	Montenegro
Robert Anderson	1841	1918	Ireland/England
Robert Williams Buchanan	1841	1901	Scotland
Sarah Doudney	1841	1926	England
Sérgio Sant'Anna	1841	1920	Brazil
Susanna M. D. Fry	1841	1920	US
Vasil Drumev	1841	1901	Bulgaria
Walery Eljasz Radzikowski	1841	1905	Poland
William Aubrey Burnage	1841	1881	Australia
William Black	1841	1898	Scotland/England
William Henry Hudson	1841	1922	Argentina/England
Ambrose Bierce	1842	1914	US
Antero de Quental	1842	1891	Portugal
Antonio Fogazzaro	1842	1911	Italy
Carl David af Wirsén	1842	1912	Sweden
Charles Cros	1842	1888	France
François Coppée	1842	1908	France
Georg Brandes	1842	1927	Denmark
Gergely Csiky	1842	1891	Hungary
Henry Abbey	1842	1911	US
José-Maria de Heredia	1842	1905	Cuba/France
Karl May	1842	1912	Germany
Maria Konopnicka	1842	1910	Russian E/Austria-Hungary
Milan Kujundzvic' Aberdar	1842	1893	Serbia
Stéphane Mallarmé	1842	1898	France
Stojan Novakovic'	1842	1915	Serbia
William James	1842	1910	US
William John Courthope	1842	1917	England
Alfredo d'Escragnolle Taunay, Viscount of Taunay	1843	1899	Brazil
Benito Pérez Galdós	1843	1920	Spain
Bertha von Suttner	1843	1914	Austrian E/Austria
Charles Gibbon	1843	1890	Scotland/England
Charles Montagu Doughty	1843	1926	England
Christabel Rose Coleridge	1843	1921	England
Ellen Hewett	1843	1926	N Zealand
Eugenio Cambaceres	1843	1888	Argentina
Fakir Mohan Senapati	1843	1918	India
Florence Montgomery	1843	1923	England
Gleb Uspensky	1843	1902	Russian E
Hans Prutz	1843	1929	Germany
Henry James	1843	1916	US/England
Hugh Antoine d'Arcy	1843	1925	France/US
José Tomás de Sousa Martins	1843	1897	Portugal
Julia Anna Orum	1843	1904	US
Kosta Trifkovic'	1843	1875	Austrian E
Lola Rodríguez de Tió	1843	1924	Puerto Rico/Cuba
Mandell Creighton	1843	1901	England
Peter Rosegger	1843	1918	Austria
Thomas Bracken	1843	1898	N Zealand
Ada Cambridge	1844	1926	England/Australia
Adèle Weman	1844	1936	Finland
Alice Diehl	1844	1912	England
Anatole France	1844	1924	France
Andrew Lang	1844	1912	Scotland
Bertha Henry Buxton	1844	1981	England
Detlev von Liliencron	1844	1909	Germany
Edward Carpenter	1844	1929	England
Evelyn Whitaker	1844	1929	England
Friedrich Nietzsche	1844	1900	Germany
Gerard Manley Hopkins	1844	1889	England/Ireland
Henry Melvill Gwatkin	1844	1916	England
Janet Milne Rae	1844	1933	Scotland
Josip Jurcvicv	1844	1881	Austrian E
Julius Wellhausen	1844	1918	Germany
L. T. Meade	1844	1914	Ireland
Laura Rosamond White	1844	1922	US
Lisa Anne Fletcher	1844	1905	US
Manuel González Prada	1844	1918	Peru
Mathilde Schjøtt	1844	1926	Norway
Paul Verlaine	1844	1896	France
Robert Bridges	1844	1930	England
Svetomir Nikolajevic'	1844	1922	Serbia/Yugoslavia
William Archibald Spooner	1844	1930	England
William Clark Russell	1844	1911	England
Alice E. Heckler Peters	1845	1921	US
Amy Dillwyn	1845	1935	Wales
Anna Manning Comfort	1845	1931	US
Carl Spitteler	1845	1924	Switzerland
Eça de Queiroz	1845	1900	Portugal/France
Emma Hosken	1845	1884	England
Ernst Eckstein	1845	1900	Germany
Ernst von Wildenbruch	1845	1909	Lebanon/Germany
Eugene Jacob Lee-Hamilton	1845	1907	England/Italy
Fanny Mary Katherine Bulkeley-Owen	1845	1927	Wales/England
Georgina Castle Smith	1845	1933	England
Hans von Zwiedineck-Südenhorst	1845	1906	Germany/Austria
Henry Bradley	1845	1923	England
Jacint Verdaguer	1845	1902	Spain
Joaquim Pedro de Oliveira Martins	1845	1894	Portugal
José Maria de Eça de Queirós	1845	1900	Portugal/France
L. S. Bevington	1845	1895	England
Louisa Siefert	1845	1877	France
Margaret Bullock	1845	1903	N Zealand
Marietta Stanley Case	1845	1900	US
Martin Stanislaus Brennan	1845	1927	Ireland/US
Rawdon Briggs Lee	1845	1908	England
Rebecca Agatha Armour	1845	1891	Canada
Sara Jane Crafts	1845	1930	US
T. Marchant Williams	1845	1914	Wales
Thomas Edward Spencer	1845	1911	England/Australia
Torfhildur Þorsteinsdóttir	1845	1918	Iceland/Canada
Tristan Corbière	1845	1875	France
William Canton	1845	1926	England
William Kingdon Clifford	1845	1879	England
Adela Blanche Stewart	1846	1910	N Zealand
Alfred Perceval Graves	1846	1931	Ireland/Wales
Amalie Skram	1846	1905	Norway
Comte de Lautréamont	1846	1870	Uruguay/France
Edmondo De Amicis	1846	1908	Italy
Ernest Hartley Coleridge	1846	1920	England
F. H. Bradley	1846	1924	England
Francis Aidan Gasquet	1846	1929	England
G. H. Gibson	1846	1921	England/Australia
Helen Zimmern	1846	1934	Germany/England
Henryk Sienkiewicz	1846	1916	Russian E/Poland
Isabella Valancy Crawford	1846	1887	Ireland/Canada
Isidore Lucien Ducasse	1846	1970	Uruguay/France
Johann Most	1846	1906	Germany/US
John Cadvan Davies	1846	1923	Wales
Jovan Grcvic' Milenko	1846	1875	Austria-Hungary
Juan Antonio Pérez Bonalde	1846	1892	Venezuela
Julian Hawthorne	1846	1934	US
Kate Greenaway	1846	1901	England
Lady Amabel Kerr	1846	1906	England
Léon Bloy	1846	1917	France
Lucy Clifford	1846	1929	England
Marcus Clarke	1846	1881	England/Australia
Marie Huot	1846	1930	France
Mary Davies	1846	1882	Wales
Mary Hannay Foott	1846	1918	Scotland/Australia
Mita Rakic'	1846	1890	Serbia
Naim Frashëri	1846	1900	Ottoman E
Narcís Oller	1846	1930	Spain
Paul Déroulède	1846	1914	France
Rebecca Richardson Joslin	1846	1934	US
Samuel Johnson	1846	1901	Sierra Leone/Nigeria
Alice Meynell	1847	1822	England/Italy
Annie Besant	1847	1933	England
Blanche Atkinson	1847	1911	England
Bolesl/aw Prus	1847	1912	Poland
Bram Stoker	1847	1912	Ireland/England
Castro Alves	1847	1871	Brazil
David Christie Murray	1847	1907	England
Flora Annie Steel	1847	1929	England
George Grossmith	1847	1912	England
Hans Gross	1847	1915	Austrian E
Jane Ellen Panton	1847	1923	England
Jens Peter Jacobsen	1847	1885	Denmark
Jessie Forsyth	1847	1937	
Kálmán Mikszáth	1847	1910	Hungary
Kate Clark	1847	1926	N Zealand
Lucia H. Faxon Additon	1847	1919	US
Maria Fetherstonhaugh	1847	1918	England
Mary Gladstone	1847	1927	England
Mary Hallock Foote	1847	1938	US
Millicent Fawcett	1847	1929	England
Milovan Glisvic'	1847	1908	Ottoman E/Austria-Hungary
Mir Mosharraf Hossain	1847	1911	India
William Edward Norris	1847	1925	England
Alexander Kazbegi	1848	1893	Russian E
Alice James	1848	1892	US
Arthur Richard Shilleto	1848	1894	England
Beriah Gwynfe Evans	1848	1927	Wales
